and we begin
-0.06,-0.03,0.97,15.93,-16.78,-15.75
-0.06,-0.03,0.94,-154.97,-88.38,163.51
-0.06,-0.02,1.00,-104.61,-244.26,106.69
-0.06,-0.02,0.99,16.66,-60.79,-10.44
-0.06,-0.01,1.00,-1.89,-2.87,-0.55
-0.05,-0.01,1.00,-1.83,-2.26,-0.49
-0.04,-0.01,1.00,-1.65,-1.89,-0.49
-0.04,-0.00,1.00,-1.53,-1.83,-0.61
-0.05,-0.01,1.00,-1.53,-1.71,-0.55
-0.05,-0.01,1.00,-1.59,-1.71,-0.61
-0.06,-0.01,1.00,-1.59,-1.77,-0.55
-0.06,-0.01,1.00,-1.65,-1.89,-0.61
-0.06,-0.01,1.00,-1.77,-2.08,-0.61
-0.06,-0.01,1.00,-1.95,-2.32,-0.55
-0.05,-0.01,1.00,-1.95,-2.50,-0.55
-0.05,-0.01,1.00,-2.14,-2.81,-0.43
-0.05,-0.01,1.00,-2.08,-2.87,-0.43
-0.05,-0.01,1.00,-2.20,-2.87,-0.43
-0.05,-0.01,0.99,-2.14,-2.75,-0.49
-0.05,-0.01,0.99,-1.83,-2.50,-0.43
-0.06,-0.01,0.99,-1.71,-2.01,-0.55
-0.06,-0.01,0.99,-1.34,-1.65,-0.67
-0.06,-0.01,1.00,-1.28,-1.40,-0.61
-0.05,-0.01,1.01,-1.46,-1.59,-0.55
-0.06,-0.01,1.00,-1.83,-2.01,-0.55
-0.05,-0.02,1.00,-2.14,-2.75,-0.55
-0.05,-0.02,1.00,-2.44,-3.36,-0.55
-0.05,-0.02,1.00,-2.62,-3.66,-0.49
-0.05,-0.02,0.99,-2.69,-3.78,-0.49
-0.05,-0.01,0.99,-2.44,-3.54,-0.49
-0.05,-0.01,0.99,-2.20,-3.11,-0.49
-0.04,-0.00,0.99,-1.95,-2.75,-0.49
-0.04,0.03,0.98,-2.08,-2.50,-0.18
-0.04,-0.00,0.99,-2.32,-2.44,0.98
-0.05,0.01,1.00,-2.08,-2.93,1.46
-0.05,-0.00,1.01,-3.11,-3.60,2.50
-0.05,-0.01,1.02,-3.54,-4.76,3.91
-0.05,-0.01,1.01,-3.17,-5.98,5.13
-0.05,-0.02,1.01,-4.21,-6.90,6.04
-0.04,0.00,1.00,-3.72,-7.45,6.23
-0.04,0.05,0.99,-4.39,-7.57,5.98
-0.03,0.02,1.00,-6.10,-6.96,8.06
-0.04,0.05,1.01,-3.66,-6.41,12.15
-0.04,0.01,1.01,-5.13,-6.53,16.42
-0.05,-0.03,1.00,-3.54,-6.96,20.20
-0.05,-0.08,1.00,-3.97,-7.69,20.63
-0.06,-0.14,0.99,-3.72,-8.61,17.33
-0.05,-0.08,0.98,-3.36,-9.16,9.03
-0.04,-0.03,0.98,-5.07,-8.36,1.83
-0.04,-0.01,0.99,-5.13,-6.90,-0.55
-0.03,-0.01,0.98,-3.05,-5.43,-0.49
-0.02,-0.04,0.99,-2.93,-3.78,-0.31
-0.02,-0.03,0.99,-2.01,-2.38,-0.49
-0.03,-0.03,0.99,-1.10,-1.22,-0.55
-0.04,-0.03,1.00,-0.92,-0.49,-0.67
-0.04,-0.02,1.01,-0.55,-0.24,-0.67
-0.04,-0.01,1.00,-0.43,-0.18,-0.67
-0.05,-0.01,1.01,-0.85,-0.61,-0.73
-0.04,-0.01,1.01,-1.16,-1.22,-0.55
-0.04,-0.02,1.01,-1.89,-2.14,-0.43
-0.03,-0.02,1.01,-2.38,-3.17,-0.37
-0.03,-0.02,1.00,-2.62,-3.91,-0.37
-0.03,-0.02,1.00,-2.93,-4.27,-0.31
-0.03,-0.02,1.00,-2.93,-4.15,-0.31
-0.03,-0.02,0.99,-2.62,-3.72,-0.43
-0.04,-0.01,0.99,-2.20,-2.99,-0.43
-0.04,-0.02,0.99,-1.71,-2.20,-0.49
-0.04,-0.02,1.00,-1.46,-1.65,-0.49
-0.04,-0.03,1.00,-1.22,-1.22,-0.55
-0.03,-0.02,1.01,-1.22,-1.22,-0.61
-0.04,-0.02,0.99,-1.28,-1.46,-0.49
-0.05,-0.01,1.05,-1.28,-1.77,-0.61
-0.04,-0.02,1.01,-1.89,-2.20,-0.49
-0.03,-0.01,1.02,-1.77,-2.50,-0.49
-0.02,-0.02,0.98,-2.20,-2.81,-0.49
-0.03,-0.02,0.99,-2.38,-3.11,-0.49
-0.04,-0.03,1.01,-2.32,-3.11,-0.43
-0.04,-0.03,0.99,-2.50,-2.99,-0.43
-0.04,-0.02,0.99,-1.77,-2.44,-0.49
-0.04,-0.02,0.99,-1.95,-2.20,-0.55
-0.04,0.07,0.91,-1.59,-1.77,-0.55
-0.04,0.01,1.02,-13.18,-1.65,-0.43
-0.07,-0.02,1.05,-14.47,-3.78,1.34
-0.01,-0.06,1.03,-4.52,-8.73,3.23
0.07,0.83,-0.04,7.69,-7.93,5.37
0.01,1.29,-0.24,115.17,37.29,47.12
-0.65,0.34,1.81,71.78,105.16,104.74
-0.42,0.51,1.46,26.00,33.45,124.51
0.19,0.72,-0.98,90.76,-35.89,132.39
0.09,0.08,1.66,-105.29,25.02,157.41
0.18,0.72,1.30,-65.12,14.10,176.88
0.73,-1.47,2.00,-4.27,-13.49,201.29
0.83,-0.07,1.07,-81.91,-56.82,171.69
0.15,0.08,0.74,-96.13,-96.68,149.17
-0.52,-0.66,0.93,-85.88,-104.00,169.13
-0.24,-0.57,-0.21,-58.96,-87.28,173.52
-0.25,-1.06,1.15,-38.88,-5.25,161.38
-0.50,-0.47,1.02,-10.80,6.84,146.30
-0.33,0.08,1.11,-4.15,-7.51,136.66
-0.12,0.19,1.24,-1.65,-21.97,136.41
-0.12,0.06,1.70,22.89,-39.00,139.65
0.17,0.12,1.66,100.46,-64.51,138.67
0.34,0.15,0.89,174.74,-77.33,133.67
0.30,-0.45,0.75,202.94,-42.72,120.97
0.09,-0.30,1.24,233.15,2.50,96.25
0.84,0.49,2.28,286.25,4.88,85.45
-0.92,0.46,1.37,360.47,-32.41,98.14
-1.37,0.55,0.97,314.21,-46.26,111.27
-0.19,0.85,1.52,196.11,-55.60,114.93
0.68,0.57,1.78,46.69,-91.31,113.16
0.45,0.28,0.52,-11.60,-140.81,108.46
0.54,-0.47,-1.60,-49.26,-112.79,103.82
0.51,-0.00,0.24,-43.76,47.18,82.15
0.01,0.11,1.02,20.69,155.70,75.50
-0.21,-0.08,1.42,24.78,158.02,86.12
0.15,0.16,1.83,6.35,107.97,92.71
0.33,-0.83,0.70,46.39,54.38,92.90
-0.21,-0.54,0.62,52.67,44.43,43.21
0.44,0.09,1.28,-5.74,61.04,10.93
0.77,0.14,1.55,-18.43,44.68,33.94
0.50,0.39,1.06,-17.27,8.91,60.55
0.22,0.42,0.89,-49.99,-17.21,82.64
0.12,0.40,0.93,-90.15,-31.19,86.55
0.20,0.45,0.72,-114.69,-27.10,73.24
0.22,0.25,0.71,-138.67,-3.72,37.78
0.09,0.52,0.86,-138.73,32.23,-13.98
0.23,1.06,1.36,-137.39,58.23,-53.65
0.32,1.32,1.28,-166.38,61.22,-69.89
-0.05,1.42,1.00,-188.72,71.96,-77.58
-0.21,1.25,1.03,-174.56,107.36,-76.54
-0.20,0.95,1.10,-154.79,153.02,-84.66
-0.33,0.86,1.07,-139.10,196.84,-109.56
-0.31,0.63,1.09,-145.45,234.74,-140.20
-0.22,0.51,1.02,-178.41,271.12,-177.92
-0.21,0.43,0.81,-227.60,305.79,-222.23
-0.13,-0.20,0.62,-245.54,337.59,-264.16
-0.11,-0.09,0.50,-200.44,357.06,-322.45
0.04,-0.26,0.18,-173.58,354.19,-381.23
0.15,-0.90,0.11,-156.98,343.69,-429.81
0.25,-1.27,0.25,-156.43,325.13,-474.67
0.71,-1.63,-0.18,-206.36,294.74,-522.77
0.88,-1.59,-0.87,-277.16,272.40,-560.85
0.78,-1.40,-1.09,-344.48,249.39,-552.12
0.75,-1.71,-0.91,-376.40,184.51,-481.14
0.85,-1.76,-0.54,-336.43,56.76,-386.84
0.92,-1.47,-0.15,-247.68,-118.65,-293.70
0.95,-1.25,-0.00,-161.13,-295.84,-195.56
0.89,-1.19,0.13,-82.64,-429.20,-96.50
0.79,-1.26,0.58,-4.21,-512.39,-3.36
0.52,-1.31,1.12,71.11,-568.48,83.80
0.13,-1.05,1.58,147.16,-612.18,177.98
-0.20,-0.92,1.80,231.38,-641.11,293.95
-0.47,-0.75,1.96,331.54,-640.75,418.40
-0.47,-0.66,1.69,430.91,-602.48,533.57
-0.04,-0.69,1.37,482.73,-517.52,616.33
0.30,-0.31,1.37,488.71,-399.41,647.09
0.23,-0.07,1.75,443.18,-294.07,635.01
0.11,0.06,2.00,381.53,-236.88,598.69
0.18,0.12,1.88,333.01,-212.16,540.53
0.38,0.24,1.45,274.66,-184.57,445.98
0.38,0.26,0.95,219.85,-129.52,308.72
0.57,0.56,0.79,166.69,-45.65,144.96
0.53,0.55,0.74,96.37,52.12,7.20
0.44,0.49,0.77,1.16,144.59,-91.98
0.32,0.42,0.85,-90.39,220.40,-156.37
0.18,0.33,0.94,-157.23,272.71,-193.73
0.06,0.20,1.06,-197.08,299.80,-221.80
-0.01,0.14,1.04,-207.40,306.52,-254.03
-0.03,-0.00,0.96,-192.50,305.48,-285.40
0.03,-0.18,0.87,-162.96,303.59,-314.76
0.11,-0.39,0.64,-143.07,300.54,-339.90
0.18,-0.66,0.41,-144.84,295.72,-355.90
0.16,-0.80,0.25,-156.25,282.35,-350.89
0.12,-0.89,0.24,-158.51,248.17,-312.56
0.13,-1.03,0.30,-146.67,184.88,-251.10
0.09,-1.19,0.22,-115.84,100.65,-184.27
0.11,-1.24,0.09,-67.26,16.05,-128.05
0.19,-1.30,-0.08,-23.32,-51.21,-85.33
0.22,-1.39,-0.12,1.10,-95.21,-57.31
0.22,-1.47,0.00,11.96,-125.12,-43.46
0.20,-1.49,0.20,16.97,-154.36,-39.79
0.10,-1.46,0.47,26.92,-186.22,-33.33
-0.07,-1.33,0.79,48.16,-218.93,-5.49
-0.27,-1.11,1.10,70.86,-248.72,56.70
-0.37,-0.84,1.32,97.23,-266.60,152.53
-0.50,-0.54,1.72,144.35,-265.75,267.58
-0.64,-0.28,1.98,215.70,-248.17,387.45
-0.60,-0.42,2.02,271.06,-208.37,485.29
-0.28,-0.15,1.76,279.36,-138.06,529.05
0.06,-0.37,1.30,212.34,-33.94,496.89
-0.19,-0.21,1.27,86.55,98.33,359.19
-0.46,0.06,1.44,-56.21,221.19,163.45
-0.53,0.20,1.53,-152.89,310.06,-4.39
-0.50,0.54,1.34,-162.05,387.21,-104.19
-0.47,0.42,1.16,-112.18,466.06,-123.96
-0.52,0.14,1.04,-50.96,527.34,-109.44
-0.60,0.02,1.03,-3.42,552.67,-106.08
-0.58,-0.18,1.00,15.01,542.91,-119.81
-0.41,-0.34,0.86,14.34,513.43,-151.67
-0.10,-0.46,0.58,-1.95,486.15,-197.94
0.10,-0.51,0.27,-34.06,475.83,-248.47
0.29,-0.47,0.09,-71.11,482.36,-292.79
0.45,-0.43,0.01,-107.18,492.80,-323.97
0.48,-0.36,-0.06,-140.56,494.20,-343.08
0.46,-0.33,-0.14,-166.69,480.04,-356.02
0.47,-0.35,-0.16,-175.11,449.58,-370.30
0.49,-0.38,-0.13,-154.66,403.50,-385.56
0.56,-0.54,0.00,-110.66,343.20,-400.63
0.67,-0.67,-0.01,-57.19,271.24,-416.69
0.83,-0.79,-0.14,-17.88,199.22,-430.48
0.90,-0.95,-0.27,-0.18,137.15,-438.84
0.95,-1.10,-0.33,3.30,85.27,-442.32
1.02,-1.27,-0.34,2.99,37.29,-438.60
1.04,-1.37,-0.40,5.55,-10.56,-426.27
1.06,-1.49,-0.45,13.37,-56.58,-404.48
1.08,-1.61,-0.42,31.37,-99.49,-372.01
1.07,-1.66,-0.38,58.41,-143.62,-327.82
1.04,-1.70,-0.26,84.05,-191.04,-271.30
0.97,-1.73,-0.16,108.70,-240.17,-202.94
