-0.13,0.77,0.85,31.62,29.60,-20.39
-0.14,0.78,0.84,45.04,28.99,-12.70
-0.14,0.77,0.84,59.08,28.99,-5.55
-0.15,0.74,0.84,71.17,29.97,-0.55
-0.17,0.71,0.85,77.76,31.86,1.65
-0.18,0.69,0.84,83.31,34.61,1.04
-0.18,0.66,0.81,88.87,38.21,-0.24
-0.18,0.63,0.75,91.61,42.48,-1.46
-0.17,0.58,0.71,90.52,47.24,-4.58
-0.18,0.57,0.68,87.04,52.31,-11.11
-0.19,0.59,0.64,83.62,58.11,-20.20
-0.20,0.61,0.62,78.80,64.33,-28.87
-0.23,0.66,0.63,73.12,70.37,-35.77
-0.27,0.74,0.68,67.44,75.56,-41.75
-0.31,0.82,0.70,64.27,79.35,-46.45
-0.31,0.85,0.67,66.22,79.90,-46.26
-0.29,0.85,0.62,69.95,76.23,-39.86
-0.25,0.85,0.57,75.74,69.09,-31.13
-0.25,0.84,0.48,87.46,60.06,-22.89
-0.25,0.82,0.37,101.62,51.76,-16.24
-0.23,0.76,0.27,112.79,45.90,-12.51
-0.21,0.70,0.19,118.29,43.58,-13.98
-0.19,0.68,0.14,117.98,44.13,-22.03
-0.16,0.73,0.15,113.34,45.65,-34.36
-0.14,0.81,0.19,104.06,45.35,-45.90
-0.13,0.85,0.25,87.77,40.28,-54.20
-0.12,0.85,0.32,68.60,30.03,-60.06
-0.16,0.79,0.38,48.28,15.20,-63.54
-0.26,0.72,0.43,28.93,-2.20,-66.41
-0.35,0.73,0.49,17.94,-19.53,-69.70
-0.45,0.73,0.54,10.74,-34.85,-73.24
-0.56,0.70,0.57,0.55,-46.14,-75.62
-0.66,0.67,0.59,-11.11,-52.00,-75.50
-0.72,0.68,0.61,-23.19,-51.64,-71.47
-0.71,0.72,0.58,-33.45,-47.06,-62.68
-0.73,0.67,0.57,-41.32,-41.20,-49.32
-0.72,0.66,0.55,-41.08,-37.90,-34.91
-0.57,0.64,0.54,-53.04,-36.50,-23.68
-0.51,0.58,0.51,-77.51,-32.10,-15.38
-0.58,0.52,0.45,-93.63,-25.51,-8.73
-0.57,0.48,0.41,-92.10,-18.25,-2.93
-0.50,0.46,0.37,-74.71,-11.41,1.59
-0.47,0.51,0.33,-50.54,-5.13,4.88
-0.46,0.57,0.32,-24.90,0.49,7.63
-0.24,0.55,0.28,0.43,4.70,8.91
-0.33,0.44,0.40,12.63,7.75,2.26
-0.41,0.67,0.47,2.38,11.11,-9.46
-0.71,0.71,0.74,-93.57,11.05,-19.96
-1.49,-1.20,2.48,-290.53,-9.89,-42.42
-0.79,0.29,0.35,-193.60,-56.64,-78.00
-0.44,0.95,-0.16,-95.76,-62.13,-80.20
-0.46,0.90,0.14,-98.88,-39.92,-51.70
-0.63,0.74,0.51,-115.97,-28.87,-22.09
-0.72,0.53,0.63,-129.21,-31.62,1.83
-0.64,0.43,0.43,-121.64,-41.32,12.88
-0.53,0.48,0.49,-134.70,-46.02,9.83
-0.67,0.46,0.32,-141.30,-44.92,9.28
-0.85,0.29,0.52,-136.90,-42.05,11.84
-0.73,0.43,0.67,-124.45,-41.26,16.11
-0.58,0.58,0.76,-117.98,-42.97,23.32
-0.56,0.69,0.83,-126.59,-45.41,34.48
-0.55,0.72,0.89,-137.02,-50.54,47.67
-0.53,0.82,0.94,-149.60,-58.72,60.67
-0.44,0.85,0.94,-159.55,-72.94,73.91
-0.33,0.63,0.69,-167.42,-90.94,83.13
-0.40,0.80,0.50,-123.90,-101.50,81.54
-0.51,1.12,0.95,-119.02,-105.22,67.99
-0.39,0.46,0.78,-167.24,-111.76,41.14
-0.29,0.42,0.46,-125.92,-109.13,-9.58
-0.24,0.49,0.53,-114.50,-92.22,-73.12
-0.28,0.48,0.60,-102.36,-74.58,-126.40
-0.29,0.40,0.67,-79.83,-62.38,-165.89
-0.32,0.29,0.72,-56.21,-57.13,-195.43
-0.33,0.25,0.78,-33.02,-59.08,-218.26
-0.34,0.23,0.83,-16.54,-66.59,-235.78
-0.35,0.21,0.88,-7.51,-78.06,-249.02
-0.32,0.18,0.90,-5.13,-91.61,-260.74
-0.21,-0.08,0.91,-11.78,-104.61,-276.61
-0.14,-0.40,0.95,-9.64,-115.72,-303.65
-0.09,-0.67,0.99,2.26,-125.49,-340.70
0.09,-0.88,1.06,2.81,-133.54,-381.84
0.38,-0.96,1.23,-3.60,-138.24,-418.95
0.74,-1.18,1.35,-5.49,-141.48,-443.91
1.09,-1.42,1.37,6.59,-139.10,-452.03
1.41,-1.58,1.28,32.65,-125.37,-437.99
1.73,-1.60,1.18,57.43,-92.96,-390.62
1.99,-1.30,1.31,72.08,-41.69,-301.15
2.17,-1.10,1.51,78.00,17.82,-160.03
2.04,-0.92,1.66,60.55,70.07,11.35
1.79,-0.73,1.65,34.61,101.50,178.77
1.56,-0.47,1.50,11.05,111.82,316.59
1.37,-0.17,1.23,-6.16,109.37,415.16
1.13,0.11,1.09,-18.92,103.21,483.83
0.93,0.39,1.04,-31.43,93.14,534.67
0.82,0.67,1.08,-46.81,76.35,573.97
0.66,1.12,1.06,-67.87,52.25,605.83
0.37,1.58,0.93,-97.84,25.09,635.19
0.11,1.62,0.76,-128.72,1.46,653.75
-0.00,1.68,0.75,-140.99,-13.06,637.45
-0.21,1.70,0.73,-142.76,-18.37,578.61
-0.34,1.67,0.64,-140.01,-13.98,481.93
-0.45,1.86,0.50,-117.00,0.92,366.15
-0.57,1.99,0.44,-80.32,22.09,257.20
-0.56,2.07,0.62,-38.45,39.18,159.00
-0.50,2.15,0.76,-5.80,39.37,68.66
-0.51,2.30,0.81,-0.18,23.93,-7.81
-0.51,2.27,0.82,-15.81,-0.18,-61.52
-0.48,2.06,0.76,-36.01,-27.83,-100.04
-0.47,1.87,0.68,-55.24,-54.57,-138.18
-0.48,1.67,0.62,-73.61,-79.71,-177.67
-0.42,1.35,0.52,-83.86,-101.44,-219.12
-0.34,1.07,0.50,-65.67,-117.31,-264.34
-0.31,0.83,0.59,-21.24,-130.92,-307.74
-0.20,0.62,0.88,20.51,-147.64,-347.78
0.01,0.42,1.32,66.10,-171.51,-381.90
0.22,0.25,1.58,111.02,-196.11,-407.17
0.51,0.08,2.01,160.22,-206.18,-425.84
1.05,0.20,2.36,221.68,-192.57,-440.92
1.50,0.32,2.56,260.25,-144.47,-451.48
1.83,0.63,2.67,277.47,-61.16,-450.44
2.04,0.73,2.58,288.09,54.14,-433.59
1.75,0.83,2.53,300.48,191.71,-411.01
1.48,0.78,2.33,314.39,327.82,-394.96
1.05,0.73,2.05,342.65,438.96,-396.67
0.59,0.71,1.71,388.18,513.12,-413.51
0.26,0.79,1.36,432.31,550.17,-438.60
-0.05,0.81,1.24,457.64,552.19,-458.01
-0.25,0.74,1.13,458.19,519.23,-464.90
-0.28,0.65,0.92,433.47,463.75,-459.78
-0.22,0.55,0.75,396.12,401.92,-443.73
-0.13,0.44,0.62,346.80,340.76,-418.82
0.01,0.27,0.44,287.72,282.53,-384.95
0.11,-0.04,0.27,231.38,230.35,-344.67
0.24,-0.29,0.13,187.99,184.14,-302.06
0.37,-0.48,0.02,156.56,141.97,-257.32
0.48,-0.65,-0.04,123.29,102.91,-209.47
0.59,-0.81,-0.11,93.57,65.86,-157.90
0.68,-0.97,-0.20,68.79,32.90,-105.16
0.75,-1.08,-0.28,48.89,8.73,-53.77
0.80,-1.14,-0.36,32.17,-6.23,-4.46
0.85,-1.18,-0.45,20.26,-13.31,44.01
0.89,-1.19,-0.53,17.09,-12.45,92.04
0.92,-1.10,-0.58,24.23,-4.27,140.44
0.92,-0.94,-0.62,34.18,8.73,190.61
0.90,-0.73,-0.62,40.53,23.07,241.46
0.88,-0.47,-0.57,40.47,34.42,290.83
0.79,-0.13,-0.43,24.29,37.66,338.38
0.69,0.23,-0.23,-21.30,25.02,387.57
0.59,0.59,-0.29,-87.71,-8.73,441.89
0.29,1.13,0.11,-150.45,-51.94,497.25
-0.01,1.78,0.38,-241.15,-113.65,552.92
-0.28,2.31,0.40,-350.40,-197.20,603.70
-0.71,2.57,0.44,-453.74,-289.06,637.27
-0.82,2.85,0.65,-523.25,-378.72,638.98
-0.86,2.69,0.89,-586.98,-463.87,590.88
-0.27,2.07,1.11,-568.91,-526.37,487.24
0.04,1.59,1.66,-408.75,-532.65,334.84
0.26,1.58,2.21,-221.01,-483.83,150.51
0.54,1.82,2.43,-108.83,-409.85,-20.14
0.55,2.01,2.51,-54.57,-329.28,-135.38
0.51,2.15,2.44,-45.04,-253.17,-192.38
