1,-0.74,-0.67,0.04,9.52,-9.22,-2.5
2,-0.74,-0.66,0.04,9.77,-7.02,-1.95
3,-0.74,-0.65,0.03,10.13,-4.09,-0.85
4,-0.73,-0.64,0.03,10.56,-0.79,0.79
5,-0.72,-0.64,0.03,10.86,2.44,2.56
6,-0.71,-0.65,0.04,11.05,5.19,3.48
7,-0.7,-0.65,0.05,10.68,7.26,3.6
8,-0.7,-0.67,0.04,10.19,8.91,3.11
9,-0.7,-0.68,0.03,9.28,10.8,2.2
10,-0.71,-0.67,0.02,7.2,12.51,1.22
11,-0.71,-0.67,0.02,3.72,14.22,1.04
12,-0.7,-0.69,0.05,-0.24,15.5,1.34
13,-0.66,-0.72,0.1,-3.97,15.5,1.53
14,-0.62,-0.73,0.14,-7.93,13.73,0.85
15,-0.61,-0.7,0.18,-10.38,10.44,-0.06
16,-0.61,-0.67,0.18,-10.25,6.9,-0.49
17,-0.58,-0.62,0.19,-10.07,3.78,-1.1
18,-0.56,-0.55,0.2,-12.76,1.22,-2.69
19,-0.57,-0.47,0.2,-16.78,-1.28,-4.58
20,-0.63,-0.44,0.24,-19.71,-3.54,-5.62
21,-0.65,-0.42,0.28,-21.85,-6.71,-6.35
22,-0.68,-0.42,0.33,-21.73,-11.11,-6.41
23,-0.66,-0.5,0.35,-20.26,-15.87,-6.04
24,-0.62,-0.6,0.35,-17.03,-19.53,-7.02
25,-0.64,-0.63,0.36,-14.47,-22.89,-10.19
26,-0.69,-0.69,0.33,-12.51,-26.61,-12.82
27,-0.77,-0.69,0.27,-6.71,-29.91,-13.67
28,-0.86,-0.69,0.19,-7.39,-33.51,-13.31
29,-0.89,-0.79,0.22,-13.06,-37.41,-11.78
30,-0.88,-0.94,0.29,-8.67,-43.46,-12.88
31,-0.91,-0.95,0.16,1.1,-51.15,-18.62
32,-0.96,-1,0.07,3.72,-54.32,-21.91
33,-0.99,-1.09,0.11,6.65,-53.04,-21.61
34,-1.01,-1.16,0.11,19.53,-51.15,-21.18
35,-1.02,-1.11,0.02,34.18,-48.46,-23.44
36,-0.97,-0.97,-0.1,46.08,-41.2,-27.34
37,-0.94,-0.9,-0.23,48.34,-25.7,-30.58
38,-0.94,-0.81,-0.18,37.6,-5.25,-32.71
39,-0.93,-0.81,-0.11,29.97,13.43,-31.49
40,-1.05,-0.64,-0.16,29.17,29.24,-26.37
41,-1.5,0.03,-1.14,57.62,49.13,-14.4
42,-1.42,-1.01,-0.97,45.1,81.73,1.71
43,-1.57,-1.63,-0.09,-5.92,101.01,-2.56
44,-1.55,-1.8,0.46,24.96,90.27,-20.14
45,-1.27,-1.52,0.51,95.52,50.78,-29.24
46,-0.83,-1.2,0.28,156.98,4.7,-29.85
47,-0.68,-1.14,0.24,189.15,-26.18,-23.07
48,-0.61,-1.1,0.17,229.49,-39.43,-18.01
49,-0.47,-1.05,-0.04,261.47,-35.22,-18.92
50,-0.33,-0.96,-0.14,268.37,-13.43,-24.54
51,-0.28,-0.83,-0.13,263.06,19.9,-29.72
52,-0.31,-0.81,-0.15,263.98,58.47,-29.97
53,-0.41,-0.96,-0.17,280.46,101.07,-26.92
54,-0.26,-1.11,-0.03,304.08,145.69,-23.68
55,0.08,-0.71,0.53,321.47,184.2,-18.74
56,-0.08,0.49,0.61,278.5,204.83,-4.09
57,-0.74,0.83,-0.11,156.43,216.19,37.72
58,-1.7,0.27,-0.63,24.29,236.63,94.54
59,-1.74,-1.74,-0.01,-16.6,255.74,128.48
60,-0.83,-0.97,0.82,44.01,238.1,101.07
61,-0.44,-0.63,0.77,0.18,164.73,74.28
62,-0.5,-0.38,0.46,-51.15,76.42,71.47
63,-0.51,0.02,0.44,-62.38,10.86,80.02
64,-0.53,0.78,0.05,-47.85,-23.8,111.27
65,-0.68,-0.36,0.3,-21.36,-28.81,171.02
66,-0.97,-0.18,0.52,24.66,-26.31,201.97
67,-0.86,0.32,0.42,59.2,-21,208.13
68,-0.93,0.4,0.64,56.09,-2.56,210.51
69,-0.78,-0.51,1.04,28.63,9.52,200.26
70,-0.3,-0.16,0.95,28.44,9.03,168.4
71,-0.08,0.09,0.44,34,10.68,140.26
72,0.02,0.1,-0.03,26.37,24.84,115.3
73,0.08,0.21,-0.18,25.33,49.8,81.36
74,0.22,0.29,-0.12,21.67,77.03,33.63
75,0.43,0.29,-0.05,29.42,91.61,-24.96
76,0.52,0.42,-0.1,38.27,90.33,-91.67
77,0.8,0.79,-0.27,25.15,79.16,-157.47
78,0.96,0.66,-0.5,-40.83,67.32,-212.34
79,0.97,0.25,-0.47,-122.68,59.51,-271.55
80,0.97,-0.03,-0.26,-176.39,47.91,-348.14
81,0.94,-0.09,-0.13,-218.75,25.88,-435.18
82,0.97,0.14,-0.36,-263.43,-1.83,-514.89
83,1.04,0.05,-0.51,-280.4,-18.37,-563.96
84,0.93,-0.33,-0.33,-256.9,-24.72,-587.71
85,0.81,-0.67,-0.13,-244.32,-38.82,-611.69
86,0.69,-1.07,-0.08,-245.36,-60,-634.77
87,0.43,-1.64,0.07,-237.92,-77.51,-645.02
88,0.32,-2.18,0.25,-231.63,-87.95,-640.5
89,0.37,-2.53,-0.19,-194.52,-81.6,-604.68
90,0.34,-2.89,-0.62,-76.78,-48.03,-507.93
91,0.23,-3.63,-0.9,29.85,-0.67,-363.04
92,0.22,-4,-1.13,51.39,47.49,-225.89
93,0,-4,-1.03,13.55,87.46,-133.48
94,-0.29,-4,-1.05,-35.16,100.71,-73.3
95,-0.49,-3.74,-1.02,-63.48,90.58,-18.37
96,-0.61,-3.26,-0.93,-60.12,65.31,36.13
97,-0.74,-2.94,-0.74,-24.6,30.09,89.42
98,-0.72,-2.58,-0.69,19.84,-6.23,135.74
99,-0.7,-2.26,-0.62,60.67,-27.16,178.89
100,-0.68,-2,-0.39,94.24,-32.84,218.81
101,-0.63,-1.79,-0.24,119.93,-33.69,248.66
102,-0.53,-1.54,-0.27,146,-29.72,267.27
103,-0.39,-1.32,-0.39,164.43,-15.63,281.07
104,-0.15,-1.12,-0.55,159.42,4.52,287.23
105,0.19,-0.96,-0.94,140.81,24.29,282.35
106,0.46,-0.84,-1.34,126.1,41.32,271.61
107,0.59,-1.07,-1.57,110.29,41.75,260.13
108,0.79,-1.07,-1.33,114.01,6.65,242.55
109,0.95,-0.63,-1,137.51,-75.99,230.04
110,0.9,-0.64,-0.9,160.52,-192.44,237.49
111,0.93,-0.82,-0.83,203,-310.06,248.54
112,1.01,-0.68,-0.69,259.34,-404.54,249.76
113,1,-0.5,-0.54,289.25,-472.53,247.07
114,0.88,-0.32,-0.27,285.1,-515.62,247.92
115,0.77,-0.15,0.05,277.16,-535.52,256.23
116,0.61,0.05,0.49,284.79,-534.42,273.38
117,0.48,0.37,0.89,305.73,-517.58,295.35
118,0.47,0.52,0.82,323.67,-478.39,315.25
119,0.52,0.69,1.19,297.85,-404.42,309.75
120,0.63,0.77,1.54,259.4,-318.05,273.93
121,0.51,1,1.91,220.89,-239.44,214.05
122,0.53,1.15,2.06,165.71,-183.11,148.5
123,0.51,1.22,2.2,111.69,-142.82,91.37
124,0.47,1.26,2.35,68.6,-111.63,49.38
125,0.55,1.24,2.37,35.95,-83.37,18.86
126,0.66,1.16,2.36,-2.44,-47.61,-13.18
127,0.71,1.09,2.35,-39.86,-5.49,-50.84
128,0.75,1,2.23,-66.1,38.15,-87.65
129,0.79,0.85,2.15,-72.81,82.21,-116.94
130,0.83,0.74,2.02,-77.51,120.85,-139.71
131,0.84,0.65,1.92,-79.83,152.16,-158.39
132,0.85,0.63,1.82,-80.14,173.83,-175.78
133,0.89,0.51,1.68,-83.56,187.44,-193.36
134,0.88,0.44,1.59,-89.6,199.28,-212.16
135,0.91,0.39,1.49,-90.82,211.73,-227.48
136,0.91,0.38,1.35,-92.83,227.36,-239.07
137,0.95,0.31,1.2,-92.96,246.22,-244.75
138,0.86,0.21,1.05,-92.47,265.01,-247.01
139,0.76,0.08,1.01,-82.82,279.79,-245.24
140,0.7,-0.02,0.94,-63.54,285.52,-243.96
141,0.56,-0.13,0.79,-48.4,283.14,-244.93
142,0.42,-0.28,0.65,-36.13,277.77,-245.54
143,0.34,-0.44,0.5,-37.96,270.81,-248.96
144,0.29,-0.58,0.27,-52.86,266.66,-256.04
145,0.28,-0.71,0.05,-79.59,268.19,-267.52
146,0.35,-0.91,-0.09,-116.64,272.52,-284.85
147,0.49,-1.2,-0.31,-147.03,277.22,-305.97
148,0.55,-1.5,-0.6,-140.87,285.71,-321.11
149,0.57,-1.94,-0.8,-97.35,295.9,-316.1
150,0.68,-2.26,-1,-70.62,295.65,-294.43
151,0.78,-2.55,-1.2,-102.36,281.25,-264.34
152,0.88,-2.79,-1.35,-166.2,257.2,-235.47
153,0.92,-2.99,-1.55,-196.17,227.42,-211.61
154,0.81,-3.16,-1.5,-133.85,192.2,-168.64
155,0.71,-3.32,-1.37,-41.56,142.88,-89.54
156,0.57,-3.39,-1.34,17.21,84.84,15.99
157,0.29,-3.41,-1.24,54.81,37.23,127.32
158,0.04,-3.3,-0.94,71.84,6.23,217.59
159,-0.16,-3.04,-0.59,63.84,-13.18,279.54
160,-0.3,-2.73,-0.26,33.81,-24.17,318.79
161,-0.41,-2.42,-0.05,3.6,-26,340.03
162,-0.44,-2.08,0.1,-4.76,-14.83,353.33
163,-0.46,-1.76,0.32,3.42,8.54,372.38
164,-0.42,-1.38,0.4,-0.98,36.25,394.17
165,-0.36,-1.09,0.41,-22.4,64.58,414.49
166,-0.31,-0.81,0.45,-41.26,90.76,426.15
167,-0.23,-0.56,0.48,-51.03,110.41,425.6
168,-0.15,-0.34,0.38,-61.58,121.09,414.18
169,-0.1,-0.17,0.28,-75.13,125.06,394.9
170,-0.02,0.01,0.2,-88.26,123.84,371.83
171,0.04,0.16,0.11,-96.74,118.35,348.21
172,0.1,0.29,0.05,-95.09,110.23,325.2
173,0.14,0.38,0.03,-84.41,99.55,301.09
174,0.24,0.5,-0.03,-75.93,85.08,273.8
175,0.36,0.63,-0.11,-84.72,68.85,241.21
176,0.51,0.76,-0.21,-111.08,54.75,201.78
177,0.69,0.89,-0.32,-144.04,44.49,155.64
178,0.82,1.02,-0.39,-174.62,36.19,104.55
179,0.95,1.14,-0.43,-195.37,26.43,48.1
180,1.02,1.21,-0.43,-200.44,12.08,-14.65
181,1.11,1.2,-0.36,-189.64,-8.36,-82.46
182,1.21,1.17,-0.29,-178.16,-35.77,-155.15
183,1.24,1.14,-0.23,-185.18,-66.53,-233.28
184,1.27,1.12,-0.09,-200.32,-94.6,-313.78
185,1.27,1.04,0.12,-199.04,-118.84,-389.77
186,1.22,0.89,0.4,-176.03,-141.78,-453.43
187,1.15,0.71,0.6,-153.2,-164.55,-502.99
188,1.05,0.48,0.8,-132.51,-180.36,-539.18
189,0.94,0.29,0.99,-106.75,-184.08,-559.39
190,0.87,0.09,1.02,-81.48,-172.91,-561.83
191,0.84,-0.28,0.98,-60.42,-142.4,-554.2
192,0.73,-0.94,1.08,-46.33,-98.08,-551.39
193,0.7,-1.59,1.11,-43.58,-59.69,-566.35
194,0.67,-2.31,0.89,-41.32,-34.73,-589.66
195,0.54,-2.91,0.8,-3.17,-22.64,-597.11
196,0.37,-3.56,0.97,61.46,-35.34,-567.38
197,0.29,-4,0.93,110.53,-73.3,-500.98
198,0.26,-3.88,0.59,120.91,-102.29,-398.86
199,0.2,-3.78,0.1,112.12,-87.46,-268.55
200,-0.13,-4,0.49,131.53,-38.7,-150.88
201,-0.26,-4,0.52,151.25,-9.28,-90.76
202,-0.49,-3.88,0.24,144.23,-2.32,-49.26
203,-0.79,-3.79,0.34,144.84,-0.24,2.32
204,-0.92,-3.51,0.32,145.69,-14.77,50.66
205,-1.05,-3.2,0.19,144.96,-41.02,90.76
206,-1.13,-2.88,0.27,150.45,-65,124.57
207,-1.1,-2.71,0.42,155.52,-87.77,152.95
208,-1.01,-2.55,0.39,161.19,-104.98,171.94
209,-0.89,-2.47,0.41,179.02,-103.15,187.38
210,-0.75,-2.54,0.41,190.92,-83.92,204.41
211,-0.62,-2.54,0.48,189.27,-53.34,225.95
212,-0.47,-2.52,0.56,172.42,-21,251.95
213,-0.31,-2.46,0.63,137.27,3.42,276.37
214,-0.08,-2.31,0.69,97.35,15.93,294.62
215,0.09,-2.12,0.74,69.46,17.7,311.4
216,0.25,-1.86,0.75,65.55,11.47,329.22
217,0.39,-1.59,0.72,77.27,3.54,345.09
218,0.52,-1.29,0.7,95.34,-0.92,357.97
219,0.61,-1.06,0.7,113.16,-0.92,366.09
220,0.69,-0.84,0.65,125.12,3.72,363.77
221,0.74,-0.63,0.62,133.18,13.85,352.48
222,0.75,-0.44,0.61,131.04,27.1,335.27
223,0.76,-0.27,0.6,113.16,39.61,312.87
224,0.79,-0.1,0.6,87.65,49.26,288.27
225,0.83,0.05,0.58,59.27,55.97,263.85
226,0.85,0.17,0.55,31.19,59.63,241.03
227,0.87,0.31,0.53,10.07,60.49,219.48
228,0.88,0.45,0.5,-1.59,59.81,200.93
229,0.87,0.6,0.49,-0.31,58.04,185.67
230,0.87,0.76,0.51,14.59,54.02,172.06
231,0.88,0.92,0.51,36.5,47.49,158.69
232,0.88,1.07,0.46,53.34,38.88,142.7
233,0.88,1.16,0.38,58.53,30.82,121.15
234,0.85,1.23,0.31,52.8,23.86,91.25
235,0.81,1.3,0.26,40.71,17.03,53.41
236,0.75,1.32,0.24,26.31,9.83,10.99
237,0.74,1.34,0.24,9.16,1.65,-33.94
238,0.72,1.33,0.21,-6.84,-6.9,-78.25
239,0.71,1.3,0.23,-18.74,-14.89,-120.73
240,0.72,1.25,0.26,-26.25,-22.95,-161.07
241,0.74,1.18,0.31,-27.04,-32.1,-198.49
242,0.79,1.07,0.34,-20.63,-41.93,-233.58
243,0.85,0.95,0.38,-7.26,-51.57,-266.78
244,0.9,0.8,0.42,9.09,-61.1,-298.4
245,0.97,0.63,0.46,26.49,-70.13,-328.25
246,0.96,0.38,0.45,42.36,-78.86,-355.96
247,0.96,0.12,0.43,45.78,-86.18,-384.34
248,0.98,-0.25,0.44,31.56,-91.43,-414.06
249,0.94,-0.6,0.46,2.2,-95.4,-445.92
250,0.95,-0.85,0.46,-41.32,-97.47,-473.51
251,0.94,-1.01,0.42,-89.72,-94.79,-487.67
252,0.86,-1.3,0.41,-98.39,-86.98,-482.3
253,0.82,-1.74,0.55,-50.23,-83.07,-463.75
254,0.85,-2.26,0.76,2.32,-94.12,-445.98
255,0.74,-2.96,1,18.01,-117.19,-434.69
256,0.69,-3.35,1.18,-10.31,-139.59,-424.8
257,0.76,-3.51,1.11,-82.58,-140.75,-403.08
258,0.71,-3.74,1.03,-107.54,-108.22,-352.54
259,0.45,-4,1.46,-57.92,-62.56,-275.39
260,0.35,-4,1.34,10.74,-34.42,-193.18
261,0.04,-4,1.49,69.82,-10.5,-113.59
262,-0.18,-3.91,1.56,65.86,0.98,-44.49
263,-0.35,-3.52,1.45,11.35,-1.83,8.79
264,-0.53,-3.04,1.4,-33.57,-3.54,50.17
265,-0.64,-2.6,1.36,-47.85,-1.22,84.41
266,-0.66,-2.32,1.34,-40.34,5.19,110.35
267,-0.62,-2.14,1.47,-25.94,14.4,125.79
268,-0.53,-2.01,1.58,-16.42,23.07,136.11
269,-0.39,-1.96,1.72,-14.28,34.3,148.86
270,-0.27,-1.88,1.82,-18.01,49.44,165.1
271,-0.19,-1.8,1.81,-31.49,69.64,187.13
272,-0.07,-1.74,1.77,-48.34,99.18,215.88
273,0.07,-1.64,1.72,-69.52,138.67,246.28
274,0.17,-1.47,1.66,-98.75,181.09,273.07
275,0.25,-1.31,1.6,-129.15,216.19,291.69
276,0.26,-1.17,1.55,-138.85,241.09,299.99
277,0.3,-0.93,1.4,-125,261.29,302.98
278,0.31,-0.73,1.3,-106.87,285.28,312.81
279,0.36,-0.55,1.2,-95.34,313.23,331.79
280,0.37,-0.4,1.1,-89.23,342.71,353.15
281,0.53,-0.32,0.96,-82.52,370.79,369.57
282,0.62,-0.27,0.92,-78.74,394.23,376.04
283,0.72,-0.12,0.82,-79.77,408.08,373.05
284,0.77,-0.06,0.69,-93.93,414.25,364.01
285,0.73,0.01,0.58,-117.98,412.78,347.41
286,0.69,0.11,0.48,-131.23,403.14,325.81
287,0.65,0.19,0.41,-133.12,384.77,302.61
288,0.6,0.32,0.27,-123.72,360.78,278.32
289,0.54,0.44,0.07,-99.55,340.21,254.76
290,0.51,0.57,-0.04,-66.96,326.29,231.14
291,0.47,0.59,-0.19,-44.37,310.97,204.65
292,0.42,0.52,-0.36,-38.21,289.79,171.69
293,0.39,0.46,-0.48,-33.57,264.28,130.13
294,0.41,0.52,-0.59,-25.63,236.02,82.21
295,0.37,0.52,-0.69,-19.84,205.69,36.68
296,0.36,0.51,-0.81,-15.2,173.22,-4.76
297,0.33,0.45,-0.93,-4.15,140.93,-40.89
298,0.25,0.37,-1.02,12.15,109.74,-71.59
299,0.24,0.25,-1.15,19.04,79.28,-101.38
